-64.875,-154.875,1.75,41,15,0.032168314,0.0017309455,0.028667621,0.0011510763,0.041467782,0.011506241,1.7261267e-05,0.015409153,0.0046974304,--,--,1,0.63414633,0.0,0.36585367,0.0
-64.875,-154.625,1.75,39,8,0.028630177,0.0014731354,0.024973135,0.0010792318,0.03725034,0.010642723,1.1697534e-05,0.013960793,0.004541739,--,--,1,0.7948718,0.0,0.20512821,0.0
-64.875,-154.375,1.75,38,1,0.029358443,0.0015218406,0.025025787,0.001100181,0.0380533,0.0106856935,6.1305145e-06,0.014422098,0.0047477693,--,--,1,0.9736842,0.0,0.02631579,0.0
-64.875,-154.125,1.75,40,8,0.030220604,0.0015319184,0.02527819,0.0011931768,0.034298025,0.011310273,7.041781e-06,0.012990007,0.0049113063,--,--,1,0.8,0.0,0.2,0.0
-64.875,-153.875,1.75,43,11,0.03427275,0.0016912863,0.028048377,0.0014387767,0.031762578,0.013322228,1.531575e-05,0.012012104,0.005640453,--,--,1,0.74418604,0.0,0.25581396,0.0
-64.875,-153.625,1.75,37,4,0.03453225,0.001592117,0.026215918,0.0016024035,0.033907212,0.013955988,2.0186311e-05,0.012811399,0.0059949234,--,--,1,0.8918919,0.0,0.10810811,0.0
-64.875,-153.375,1.75,42,0,0.03749762,0.0016855878,0.027503703,0.0017975525,0.03584735,0.01519679,2.1320577e-05,0.0135578215,0.006611204,--,--,1,1.0,0.0,0.0,0.0
-64.875,-153.125,1.75,49,0,0.037067797,0.0017908749,0.026550269,0.0017917936,0.03406912,0.014923019,1.20770665e-05,0.012967226,0.0066350624,--,--,1,1.0,0.0,0.0,0.0
-64.875,-152.875,1.75,47,0,0.039291985,0.0017209471,0.025750183,0.002001201,0.037692945,0.016385809,1.247684e-05,0.014138205,0.0072529293,--,--,1,1.0,0.0,0.0,0.0
-64.875,-152.625,1.75,43,0,0.038357794,0.0016520343,0.023823053,0.002068478,0.037793703,0.016622638,1.0590824e-05,0.0140962545,0.0072478456,--,--,1,1.0,0.0,0.0,0.0
-64.875,-152.375,1.75,46,0,0.03378069,0.001731438,0.019902496,0.0019547075,0.035224304,0.014220166,8.301793e-06,0.013322354,0.00631895,--,--,1,1.0,0.0,0.0,0.0
-64.875,-152.125,1.75,48,0,0.03441726,0.0017747884,0.018820047,0.0020289018,0.03484422,0.01458069,8.446733e-06,0.013207711,0.006477744,--,--,1,1.0,0.0,0.0,0.0
-64.875,-151.875,1.75,48,0,0.040500358,0.0017165634,0.019518137,0.0025930975,0.042348992,0.017772583,1.4476009e-05,0.015583728,0.007921938,--,--,1,1.0,0.0,0.0,0.0
-64.875,-151.625,1.75,52,0,0.041796368,0.001662979,0.018102875,0.0027077151,0.047147997,0.018284535,1.6605602e-05,0.017167382,0.008169509,--,--,1,1.0,0.0,0.0,0.0
-64.875,-151.375,1.75,56,0,0.030630859,0.0015592444,0.014387369,0.00195525,0.03560591,0.013471591,1.1370414e-05,0.013257529,0.0059435586,--,--,1,1.0,0.0,0.0,0.0
-64.875,-151.125,1.75,37,0,0.036032606,0.0018241331,0.015343246,0.002479936,0.036920883,0.015433663,2.4252262e-05,0.013677051,0.0069932374,--,--,1,1.0,0.0,0.0,0.0
-64.875,-150.875,1.75,34,6,0.06097241,0.002464625,0.019599998,0.0046448046,0.04741903,0.024036031,3.714765e-05,0.01702711,0.011219708,--,--,1,1.0,0.0,0.0,0.0
-64.875,-150.625,1.75,34,0,0.03692018,0.0021713672,0.013327557,0.002413672,0.041660693,0.014172897,2.08967e-05,0.015475341,0.0066282037,--,--,1,1.0,0.0,0.0,0.0
-64.875,-150.375,1.75,32,0,0.032268666,0.002113392,0.011058732,0.0020744035,0.04295722,0.0122399,2.1167365e-05,0.016203081,0.005668082,--,--,1,1.0,0.0,0.0,0.0
-64.875,-150.125,1.75,35,0,0.03050706,0.0024084104,0.010115305,0.0020554962,0.043897666,0.011235925,1.8110735e-05,0.016865794,0.0052097626,--,--,1,1.0,0.0,0.0,0.0
-64.875,-149.875,1.75,35,0,0.026771676,0.0021117546,0.008297429,0.0018179353,0.042101163,0.01001137,1.37193765e-05,0.01620003,0.0045697717,--,--,1,1.0,0.0,0.0,0.0
-64.875,-149.625,1.75,35,0,0.025679162,0.0020456642,0.0070673907,0.0017534355,0.040365502,0.009719976,1.4112837e-05,0.015494011,0.004435135,--,--,1,1.0,0.0,0.0,0.0
